id,firstname,surname,motivation,year,category
600,Henri,Bergson,"""in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented""",1927,literature
492,Ferdinand,Buisson,"""for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation""",1927,peace
493,Ludwig,Quidde,"""for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation""",1927,peace
33,Arthur H.,Compton,"""for his discovery of the effect named after him""",1927,physics
34,C.T.R.,Wilson,"""for his method of making the paths of electrically charged particles visible by condensation of vapour""",1927,physics
317,Julius,Wagner-Jauregg,"""for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica""",1927,medicine
183,The,Svedberg,"""for his work on disperse systems""",1926,chemistry
597,Grazia,Deledda,"""for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general""",1926,literature
490,Aristide,Briand,"""for their crucial role in bringing about the Locarno Treaty""",1926,peace
491,Gustav,Stresemann,"""for their crucial role in bringing about the Locarno Treaty""",1926,peace
32,Jean Baptiste,Perrin,"""for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium""",1926,physics
316,Johannes,Fibiger,"""for his discovery of the Spiroptera carcinoma""",1926,medicine
182,Richard,Zsigmondy,"""for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry""",1925,chemistry
596,George Bernard,Shaw,"""for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty""",1925,literature
488,Sir Austen,Chamberlain,"""for his crucial role in bringing about the Locarno Treaty""",1925,peace
489,Charles G.,Dawes,"""for his crucial role in bringing about the Dawes Plan""",1925,peace
30,James,Franck,"""for their discovery of the laws governing the impact of an electron upon an atom""",1925,physics
31,Gustav,Hertz,"""for their discovery of the laws governing the impact of an electron upon an atom""",1925,physics
594,Wladyslaw,Reymont,"""for his great national epic, <I>The Peasants</I>""",1924,literature
29,Manne,Siegbahn,"""for his discoveries and research in the field of X-ray spectroscopy""",1924,physics
315,Willem,Einthoven,"""for his discovery of the mechanism of the electrocardiogram""",1924,medicine
181,Fritz,Pregl,"""for his invention of the method of micro-analysis of organic substances""",1923,chemistry
593,William Butler,Yeats,"""for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation""",1923,literature
28,Robert A.,Millikan,"""for his work on the elementary charge of electricity and on the photoelectric effect""",1923,physics
313,Frederick G.,Banting,"""for the discovery of insulin""",1923,medicine
314,John,Macleod,"""for the discovery of insulin""",1923,medicine
180,Francis W.,Aston,"""for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule""",1922,chemistry
592,Jacinto,Benavente,"""for the happy manner in which he has continued the illustrious traditions of the Spanish drama""",1922,literature
487,Fridtjof,Nansen,"""for his leading role in the repatriation of prisoners of war, in international relief work and as the League of Nations' High Commissioner for refugees""",1922,peace
27,Niels,Bohr,"""for his services in the investigation of the structure of atoms and of the radiation emanating from them""",1922,physics
311,Archibald V.,Hill,"""for his discovery relating to the production of heat in the muscle""",1922,medicine
312,Otto,Meyerhof,"""for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle""",1922,medicine
179,Frederick,Soddy,"""for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes""",1921,chemistry
590,Anatole,France,"""in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament""",1921,literature
485,Hjalmar,Branting,"""for their lifelong contributions to the cause of peace and organized internationalism""",1921,peace
486,Christian,Lange,"""for their lifelong contributions to the cause of peace and organized internationalism""",1921,peace
26,Albert,Einstein,"""for his services to Theoretical Physics, and especially for his discovery of the law of the photoelectric effect""",1921,physics
178,Walther,Nernst,"""in recognition of his work in thermochemistry""",1920,chemistry
589,Knut,Hamsun,"""for his monumental work, <I>Growth of the Soil</I>""",1920,literature
484,Léon,Bourgeois,"""for his longstanding contribution to the cause of peace and justice and his prominent role in the establishment of the League of Nations""",1920,peace
25,Charles Edouard,Guillaume,"""in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys""",1920,physics
310,August,Krogh,"""for his discovery of the capillary motor regulating mechanism""",1920,medicine
588,Carl,Spitteler,"""in special appreciation of his epic, <I>Olympian Spring</I>""",1919,literature
483,Woodrow,Wilson,"""for his role as founder of the League of Nations""",1919,peace
24,Johannes,Stark,"""for his discovery of the Doppler effect in canal rays and the splitting of spectral lines in electric fields""",1919,physics
309,Jules,Bordet,"""for his discoveries relating to immunity""",1919,medicine
177,Fritz,Haber,"""for the synthesis of ammonia from its elements""",1918,chemistry
23,Max,Planck,"""in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta""",1918,physics
586,Karl,Gjellerup,"""for his varied and rich poetry, which is inspired by lofty ideals""",1917,literature
587,Henrik,Pontoppidan,"""for his authentic descriptions of present-day life in Denmark""",1917,literature
482,International Committee of the Red Cross,,"""for the efforts to take care of wounded soldiers and prisoners of war and their families""",1917,peace
22,Charles Glover,Barkla,"""for his discovery of the characteristic R&ouml;ntgen radiation of the elements""",1917,physics
585,Verner,von Heidenstam,"""in recognition of his significance as the leading representative of a new era in our literature""",1916,literature
176,Richard,Willstätter,"""for his researches on plant pigments, especially chlorophyll""",1915,chemistry
584,Romain,Rolland,"""as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings""",1915,literature
20,William,Bragg,"""for their services in the analysis of crystal structure by means of X-rays""",1915,physics
21,Lawrence,Bragg,"""for their services in the analysis of crystal structure by means of X-rays""",1915,physics
175,Theodore W.,Richards,"""in recognition of his accurate determinations of the atomic weight of a large number of chemical elements""",1914,chemistry
19,Max,von Laue,"""for his discovery of the diffraction of X-rays by crystals""",1914,physics
308,Robert,Bárány,"""for his work on the physiology and pathology of the vestibular apparatus""",1914,medicine
174,Alfred,Werner,"""in recognition of his work on the linkage of atoms in molecules by which he has thrown new light on earlier investigations and opened up new fields of research especially in inorganic chemistry""",1913,chemistry
583,Rabindranath,Tagore,"""because of his profoundly sensitive, fresh and beautiful verse, by which, with consummate skill, he has made his poetic thought, expressed in his own English words, a part of the literature of the West""",1913,literature
481,Henri,La Fontaine,"""for his unparalleled contribution to the organization of peaceful internationalism""",1913,peace
18,Heike,Kamerlingh Onnes,"""for his investigations on the properties of matter at low temperatures which led, inter alia, to the production of liquid helium""",1913,physics
307,Charles,Richet,"""in recognition of his work on anaphylaxis""",1913,medicine
172,Victor,Grignard,"""for the discovery of the so-called Grignard reagent, which in recent years has greatly advanced the progress of organic chemistry""",1912,chemistry
173,Paul,Sabatier,"""for his method of hydrogenating organic compounds in the presence of finely disintegrated metals whereby the progress of organic chemistry has been greatly advanced in recent years""",1912,chemistry
582,Gerhart,Hauptmann,"""primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art""",1912,literature
480,Elihu,Root,"""for bringing about better understanding between the countries of North and South America and initiating important arbitration agreements between the United States and other countries""",1912,peace
17,Gustaf,Dalén,"""for his invention of automatic regulators for use in conjunction with gas accumulators for illuminating lighthouses and buoys""",1912,physics
306,Alexis,Carrel,"""in recognition of his work on vascular suture and the transplantation of blood vessels and organs""",1912,medicine
6,Marie,Curie,"""in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium, by the isolation of radium and the study of the nature and compounds of this remarkable element""",1911,chemistry
581,Maurice,Maeterlinck,"""in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations""",1911,literature
478,Tobias,Asser,"""for his role as co-founder of the Institut de droit international, initiator of the Conferences on International Private Law (Conférences de Droit international privé) at the Hague, and pioneer in the field of international legal relations""",1911,peace
479,Alfred,Fried,"""for his effort to expose and fight what he considers to be the main cause of war, namely, the anarchy in international relations""",1911,peace
16,Wilhelm,Wien,"""for his discoveries regarding the laws governing the radiation of heat""",1911,physics
305,Allvar,Gullstrand,"""for his work on the dioptrics of the eye""",1911,medicine
169,Otto,Wallach,"""in recognition of his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds""",1910,chemistry
580,Paul,Heyse,"""as a tribute to the consummate artistry, permeated with idealism, which he has demonstrated during his long productive career as a lyric poet, dramatist, novelist and writer of world-renowned short stories""",1910,literature
477,Permanent International Peace Bureau,,"""for acting as a link between the peace societies of the various countries, and helping them to organize the world rallies of the international peace movement""",1910,peace
15,Johannes Diderik,van der Waals,"""for his work on the equation of state for gases and liquids""",1910,physics
304,Albrecht,Kossel,"""in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins, including the nucleic substances""",1910,medicine
168,Wilhelm,Ostwald,"""in recognition of his work on catalysis and for his investigations into the fundamental principles governing chemical equilibria and rates of reaction""",1909,chemistry
579,Selma,Lagerlöf,"""in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings""",1909,literature
475,Auguste,Beernaert,"""for their prominent position in the international movement for peace and arbitration""",1909,peace
476,Paul Henri,d'Estournelles de Constant,"""for their prominent position in the international movement for peace and arbitration""",1909,peace
13,Guglielmo,Marconi,"""in recognition of their contributions to the development of wireless telegraphy""",1909,physics
14,Ferdinand,Braun,"""in recognition of their contributions to the development of wireless telegraphy""",1909,physics
303,Theodor,Kocher,"""for his work on the physiology, pathology and surgery of the thyroid gland""",1909,medicine
167,Ernest,Rutherford,"""for his investigations into the disintegration of the elements, and the chemistry of radioactive substances""",1908,chemistry
578,Rudolf,Eucken,"""in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life""",1908,literature
473,Klas Pontus,Arnoldson,"""for their long time work for the cause of peace as politicians, peace society leaders, orators and authors""",1908,peace
474,Fredrik,Bajer,"""for their long time work for the cause of peace as politicians, peace society leaders, orators and authors""",1908,peace
12,Gabriel,Lippmann,"""for his method of reproducing colours photographically based on the phenomenon of interference""",1908,physics
301,Ilya,Mechnikov,"""in recognition of their work on immunity""",1908,medicine
302,Paul,Ehrlich,"""in recognition of their work on immunity""",1908,medicine
166,Eduard,Buchner,"""for his biochemical researches and his discovery of cell-free fermentation""",1907,chemistry
577,Rudyard,Kipling,"""in consideration of the power of observation, originality of imagination, virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author""",1907,literature
471,Ernesto Teodoro,Moneta,"""for his work in the press and in peace meetings, both public and private, for an understanding between France and Italy""",1907,peace
472,Louis,Renault,"""for his decisive influence upon the conduct and outcome of the Hague and Geneva Conferences""",1907,peace
11,Albert A.,Michelson,"""for his optical precision instruments and the spectroscopic and metrological investigations carried out with their aid""",1907,physics
300,Alphonse,Laveran,"""in recognition of his work on the role played by protozoa in causing diseases""",1907,medicine
165,Henri,Moissan,"""in recognition of the great services rendered by him in his investigation and isolation of the element fluorine, and for the adoption in the service of science of the electric furnace called after him""",1906,chemistry
576,Giosuè,Carducci,"""not only in consideration of his deep learning and critical research, but above all as a tribute to the creative energy, freshness of style, and lyrical force which characterize his poetic masterpieces""",1906,literature
470,Theodore,Roosevelt,"""for his role in bringing to an end the bloody war recently waged between two of the world's great powers, Japan and Russia""",1906,peace
10,J.J.,Thomson,"""in recognition of the great merits of his theoretical and experimental investigations on the conduction of electricity by gases""",1906,physics
298,Camillo,Golgi,"""in recognition of their work on the structure of the nervous system""",1906,medicine
299,Santiago,Ramón y Cajal,"""in recognition of their work on the structure of the nervous system""",1906,medicine
164,Adolf,von Baeyer,"""in recognition of his services in the advancement of organic chemistry and the chemical industry, through his work on organic dyes and hydroaromatic compounds""",1905,chemistry
575,Henryk,Sienkiewicz,"""because of his outstanding merits as an epic writer""",1905,literature
468,Bertha,von Suttner,"""for her audacity to oppose the horrors of war""",1905,peace
9,Philipp,Lenard,"""for his work on cathode rays""",1905,physics
297,Robert,Koch,"""for his investigations and discoveries in relation to tuberculosis""",1905,medicine
163,Sir William,Ramsay,"""in recognition of his services in the discovery of the inert gaseous elements in air, and his determination of their place in the periodic system""",1904,chemistry
573,Frédéric,Mistral,"""in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a Proven&ccedil;al philologist""",1904,literature
574,José,Echegaray,"""in recognition of the numerous and brilliant compositions which, in an individual and original manner, have revived the great traditions of the Spanish drama""",1904,literature
467,Institute of International Law,,"""for its striving in public law to develop peaceful ties between nations and to make the laws of war more humane""",1904,peace
8,Lord,Rayleigh,"""for his investigations of the densities of the most important gases and for his discovery of argon in connection with these studies""",1904,physics
296,Ivan,Pavlov,"""in recognition of his work on the physiology of digestion, through which knowledge on vital aspects of the subject has been transformed and enlarged""",1904,medicine
162,Svante,Arrhenius,"""in recognition of the extraordinary services he has rendered to the advancement of chemistry by his electrolytic theory of dissociation""",1903,chemistry
572,Bjørnstjerne,Bjørnson,"""as a tribute to his noble, magnificent and versatile poetry, which has always been distinguished by both the freshness of its inspiration and the rare purity of its spirit""",1903,literature
466,Randal,Cremer,"""for his longstanding and devoted effort in favour of the ideas of peace and arbitration""",1903,peace
4,Henri,Becquerel,"""in recognition of the extraordinary services he has rendered by his discovery of spontaneous radioactivity""",1903,physics
5,Pierre,Curie,"""in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel""",1903,physics
6,Marie,Curie,"""in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel""",1903,physics
295,Niels Ryberg,Finsen,"""in recognition of his contribution to the treatment of diseases, especially lupus vulgaris, with concentrated light radiation, whereby he has opened a new avenue for medical science""",1903,medicine
161,Emil,Fischer,"""in recognition of the extraordinary services he has rendered by his work on sugar and purine syntheses""",1902,chemistry
571,Theodor,Mommsen,"""the greatest living master of the art of historical writing, with special reference to his monumental work, <I>A history of Rome</I>""",1902,literature
464,Élie,Ducommun,"""for his untiring and skilful directorship of the Bern Peace Bureau""",1902,peace
465,Albert,Gobat,"""for his eminently practical administration of the Inter-Parliamentary Union""",1902,peace
2,Hendrik A.,Lorentz,"""in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena""",1902,physics
3,Pieter,Zeeman,"""in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena""",1902,physics
294,Ronald,Ross,"""for his work on malaria, by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it""",1902,medicine
160,Jacobus H.,van 't Hoff,"""in recognition of the extraordinary services he has rendered by the discovery of the laws of chemical dynamics and osmotic pressure in solutions""",1901,chemistry
569,Sully,Prudhomme,"""in special recognition of his poetic composition, which gives evidence of lofty idealism, artistic perfection and a rare combination of the qualities of both heart and intellect""",1901,literature
462,Henry,Dunant,"""for his humanitarian efforts to help wounded soldiers and create international understanding""",1901,peace
463,Frédéric,Passy,"""for his lifelong work for international peace conferences, diplomacy and arbitration""",1901,peace
1,Wilhelm Conrad,Röntgen,"""in recognition of the extraordinary services he has rendered by the discovery of the remarkable rays subsequently named after him""",1901,physics
293,Emil,von Behring,"""for his work on serum therapy, especially its application against diphtheria, by which he has opened a new road in the domain of medical science and thereby placed in the hands of the physician a victorious weapon against illness and deaths""",1901,medicine
